Employee ID,Name,Domain,Department,Age,Gender,Marital Status,Location,Join Date,Salary,Exp,Performance Rating,Email,Phone Number,Bonus,Attendance_Percentage,Project Count,Remote Work,Manager Name,Education Level,Last Review Date,Employee Status
EMP6611,Anaya Iqbal,CloudEngineering,engineering,47 years,MALE,single,Ahmadabad,2021/09/10,10000,2,3.5^,anayaiqbal16@outlook.con,669-258-8636,2000,70.8,1,No,,Diploma,2025-10-22,Terminated
EMP1187,Daniel Desai,Analytics,Engineering,57 years,,Married,Kolkata,"Dec 11, 2015",30000,11 yrs,46%, danieldesai40@outlook.com,522-627-0614,1000,76 %,3,N,Jane Wadhwa+,,08.10.2024,terminated
EMP2983,Fatima !Sengupta,NLP!!,Engineering,42 years,,divorced,Hyderabad,"Mar 16, 2021",1200#0,11 yrs,1.2 stars,fatimasengupta78@outlook.con,61362 25314,5000,, 8,Y,Tom Jain,,2024-04-04,
EMP5389,Rhea Jindal,Dataanalyst,Operations,32' yr,FEMALE,Married,Mumbai,2018/07/13,18000,6> yrs,1.7,rheajindal36@yahoo.in,07675588975,20000,60.8%, 11,Y,Akash Shah,Ph.D.,2023-06-04,
EMP3891,Michael# Nambiar,analytics,Engineering,,F,Married,,09/05/2023,20000,14+,1.7^,michaelnambiar70@yahoo.in,6532666785,1000,99.2pct,3,YES ,Shaurya Patel,Diploma,2025-04-08,RESIGNED
EMP5224,Akash $Acharya,devops^^,Support_dept,,Male,Single,,2017/12/12,20#000,<1,86%,akashacharya12@gmail.con,39116 54888,20000,99.1pct, 8,YES ,Lucas Hooda,bachelors,18/09/2024,
EMP10877,Ajay Anand,Testing**,,32yr,Male,Divorced,Bangalore,28.06.2024,10000,11+,1.2^,,936-636-6811,10000,85.2pct,,,Aryaman Sengupta%,Diploma,29/04/2024,
EMP10121,Vivaan Thakur,WEBDEVELOPMENT##,hr,,F,single,Mumbai,13.08.2024,250%00,15+,2.4^,vivaanthakur9@company.com,85483 52609,$0,95 %,5 projects,no,Oliver Sinha,Diploma,2025/04/23,Active
EMP6699,Teddy Acharya,cloudengineering##,Engineering,27yr,MALE,,Bangalore,"Jul 07, 2014",35000,4 yrs,3.1^,teddyacharya94@gmail.com,2571000830,,83 %,5 projects,no,benjamin lal,PhD,11-Apr-2024,Terminated
EMP9995,Meera Clark,datascience,SALES,23 yr,,Married,Delhi,02.01.2021,35$000,6+,4.5^, meeraclark39_at_gmail.con,00233659899,%10000,70.0,,,Dhruv Tandon,PhD,28-Jul-2024,Active
EMP6838,Yusuf Bhatt,Testing!!,Engineering,34 years,FEMALE,Single,Hyderabad,20-May-2015 ,15000,9> yrs,2.2/5, yusufbhatt53@gmail.com,+91-0637645832,1^000,95 %, 11,yes,,,2024-06-23,Terminated
EMP2096,Omar Ojha,analytics,Marketing,51 yr,male ,Single,Delhi,09/01/2022,60000,7> yrs,4.3 stars,omarojha66@outlook.com,82105 58771,7500,62 %,7,No,Sophia Gokhale,Bachelors,19.03.2025 ,
EMP5094, Fatima Bhatia  ,DevOps,FINANCE,45 yr,M,divorced,,"Jul 29, 2014 ",2$5000,,1.6/5,fatimabhatia90@outlook.com,109-506-4365,7500,75.7,3+,NO,amelia iyer,Diploma,02.08.2025,terminated
EMP3501,Vidya Jha,DevOps,Engineering,39-yr,Female,Married,Mumbai,2018-10-25,750%00,7,76%,vidyajha25@company.com,75450 90237,,99.6pct, 9,YES ,Aryan Khan,M.Tech/MBA,08/01/2025,resigned
EMP10019,Hannah Anand,Statistics!!,,41-yr,m,Married,Chennai,14/12/2024,500$0,4+ year,1.6^,hannahanand11@gmail.com,0392747812,,,,Yes,Ava Rastogi+,Bachelors,2024/11/29 ,Resigned
EMP5977,Aditya Yusufzai,Testing,operations,,M,M,Chennai,2023/02/19,500%0,,,adityayusufzai47@gmail.com,9097170962,2000,,11+,Y,Evelyn Taneja,diploma,"Jun 25, 2024",Resigned
EMP6115,Neha Bhalla,CloudEngineering#$,Support,,f,Divorced,Chennai,2019-05-23,60000,,4.2,nehabhalla28@outlook.con,+91-0423597422,^0,98.4,4+,Yes,Ava Rastogi,,2025/03/17,TERMINATED
EMP8659,Manya Johnson%,Datascience**,Engineering,56-yr,M,Single,,"Oct 21, 2016",15000,,1.1 stars,manyajohnson78@outlook.com,(+91) 4370798647,2500,94 %,3+,NO,Grace Garg,Bachelors,2025/11/19,terminated
EMP5273,George Kapoor,CloudEngineering!!,Finance,53,MALE,Married,Pune,"Oct 29, 2019",12^000,3,1.9/5,georgekapoor71@gmail.com,42246 58698,1000,92.2,8+,NO,aryaman dixit,Masters,27/01/2023,Terminated
EMP2917,Ravi Ghosh,Datascience,Sales,36 years,MALE,Married,Kolkata,2016-08-22,35000,1> yrs,2.1^,ravighosh27@yahoo.in,14583 66365,^0,77.1,7+,YES ,Sebastian Oberoi,Diploma,07.10.2023,Active
EMP9395,Sara Desai,Analytics^^#,HR,46 yr,,S,Bangalore,02-Dec-2016,35000,11 yrs,3.6,saradesai9@company.com,00562573342,1$5000,86.7,12+,YES ,imran israni,Masters,"Apr 26, 2023 ",Resigned
EMP6751,Navya Naidu,Analytics!!,HR,36 years,Male,Married,Hyderbad,2016/01/08,8000,10> yrs,4.9 stars,navyanaidu2@outlook.com,(+91) 8806884669,1000%0,76.5pct,,yes,hannah yadav,PhD,26.08.2023,resigned
EMP4384,Scarlett Jain,WebDevelopment^^#,Support,,,divorced,,"Oct 04, 2014",5000,<5,96%,scarlettjain13@outlook.com,(+91) 1746394751,10#00,76.9%, 8,N,george davis&,Ph.D.,2024/09/21 ,Active
EMP2126,Mihir Khan,dataanalyst,Marketing##,33 yr,MALE,Married,Hyderabad,27.10.2017,1$5000,<3,,mihirkhan38@yahoo.in,06946669781,1000,81 %,7+,Y,Noah Hegde,M.Tech/MBA,2024/06/08,Terminated
EMP6225,Krishna Varma,cloudengineering,Operations,37-yr,M,Married,Kolkata,14.03.2022,20000,8> yrs,4.5 stars,krishnavarma98@gmail.com,12709 06912,1000,, 8,No,grace garg,Diploma,21/05/2025,Terminated
EMP5385,Kabir Hooda%,Datascience#$,Sales,28' yr,Male,Divorced,Chennai,30/11/2016,8000,,,,(+91) 0075553286,2^500,78.6, 9,No,,B.Tech/B.E,"Apr 28, 2024 ",
EMP7191,Tom Q!ureshi,NLP^^#,operations,64 years,Male,,Banglore,2022-10-26,60#000,,3.8 stars,,(+91) 9341805764,,68.9,5 projects,no,Disha Jindal,PhD,2024-10-05,Active
EMP5255,Aman Smith,MachineLearning^^#,Operations,65 yr,m,Married,Kolkata,10.08.2014,8000,2+,38%,amansmith34@outlook.com,87108 05849,5#000,84.0%,11+,N,,Masters,20-Jul-2024,Active
EMP8664,Avni Iyer,ANALYTICS,Engineering,,f,Single,Ahmedabad,26.11.2021,40%000,6+ year,4.9 stars,avniiyer47_at_company.com,(+91) 4983897679,20000,96 %, 0,Y,Pooja Sharma,Diploma,11/05/2024,Active
EMP1906,Ethan Madan^,devops^^#,Support,42 yr,f,Divorced,Chennai,09/01/2024 ,1^00000,3+,30%,ethanmadan74@yahoo.in,+91-7137532025,2500,60.4, 4,no,Sneha Walker,b.tech/b.e,15.04.2024,Active
EMP6995,Neha Gokhale,NLP^^,engineering##,41yr,female ,Single,Chennai,"Oct 08, 2021",75000,15> yrs,1.4/5,nehagokhale49@gmail.com,,,99 %,6+,yes,Maya Wilson#,Diploma,31.12.2024,Resigned
EMP6817,Olivia Shah,DevOps^^#,Support,35' yr,female ,Divorced,,08.04.2017,1^00000,9> yrs,,oliviashah11@gmail.com,07395454769,,85.1%,12,N,Zara Yusufzai,Diploma,2025-08-12,TERMINATED
EMP6028,Anita Upadhyay*,WebDevelopment,engineering,,M,Married,,04/03/2021,1000%0,6+ year,3.3/5,anitaupadhyay22@yahoo.in,(+91) 4168152242,7^500,96 %,7,N,Vikram Madan,,21.03.2024,Active
EMP9067,Rehan Easwaran,Datascience,Marketing Dept.,60 years,m,Divorced,Mumbai,2018/06/05 ,15000,12+ year,, rehaneaswaran78@gmail.com,+91-3796895957,$7500,97 %,,Yes,Pooja Yusufzai,B.Tech/B.E,10-Nov-2025,Active
EMP3115,Ava Johnson,nlp,Marketing,34' yr,female ,Married,,2015/04/09,60000,,30%, avajohnson45@yahoo.in,+91-9084346218,2500,89.1%,,Y,Grace Taneja,Masters,"Jul 23, 2023",terminated
EMP10245,Grace ^Xavier,dataanalyst#$,ENGINEERING,,MALE,Single,,"Sep 05, 2014",100^000,,1.7^,gracexavier88@gmail.com,4649078837,5#000,,1 projects,Yes,lily chhabra,Masters,2024-07-28,ACTIVE
EMP4106,Ajay C$handra,testing,,25yr,male ,Married,Pune,19.12.2019,200#00,6+ year,1.6,ajaychandra44@yahoo.in,8653252859,10000,67 %,1 projects,NO,Veer Narayan,PhD,2025-10-16,ACTIVE
EMP2414,Arjun Kapoor#,Statistics,marketing,42 years,female ,Divorced,Pune,2014-01-29,12000,<10,2.7 stars,arjunkapoor95@company.com,+91-9678723734,7^500,75 %, 0,YES ,,diploma,18.02.2025,resigned
EMP5724,Elijah Bansal,Datascience,Engineering,37 years,m,Divorced,,2024/07/20 ,800#0,6 yrs,1.3^,elijahbansal52@gmail.com,211-553-9590,15000,73.6pct,1,NO,ishaan hari,PhD,21/12/2025,Resigned
EMP1800,Ishan Kapoor,WebDevelopment^^,OPERATIONS,61yr,f,Married,Bangalore,"Mar 04, 2019",10%000,1,4.4/5, ishankapoor35@company.com,,,76.1pct,,YES ,Sebastian Garg,Masters,"Sep 24, 2023",Terminated
EMP7429,Kabir Vaidya$,nlp^^#,engineering,,,,Ahmedabad,02/12/2022,10#0000,15> yrs,,kabirvaidya70@gmail.com,82148 17064,^1000,90 %,4,,Dhruv Tandon,PhD,2025/11/29,Terminated
EMP9898,Nina Lewis+,datascience^^#,Finance,52' yr,,s,Bangalore,2020-01-21,2500^0,<1,2.7/5,ninalewis47@gmail.com,307-156-2457,5000,90.8,10,NO,Ajay Goel,,2024-03-17,Active
EMP4744,Ranbir Kaur,DevOps**,,51 years,female ,Married,Mumbai,"Apr 03, 2015",50000,5+,,ranbirkaur24@outlook.com,(+91) 2084671577,2500,60.4pct,9 projects,Yes,Lily Sharma,Masters,12-Feb-2023,Resigned
EMP6249,Linda Das+,nlp##,Engineering,61' yr,f,Divorced,Bangalore,09-Aug-2020,50000,<8,,lindadas21@gmail.com,+91-8257327948,20000,83.4%,0 projects,No,Mia Naidu,Masters,2024-04-17,Terminated
EMP9443,Kabir Saxena%,dataanalyst,operations,56yr,,Single,Ahmedabad,2020/12/02,1200$0,2 yrs,4.1,kabirsaxena64@outlook.com,05777155018,750%0,,4 projects,N,zara yusufzai!,Masters,"Jun 08, 2024",Terminated
EMP6079,Imran Israni$,machinelearning^^#,,,Male,single,Delhi,2022/02/19,200$00,1+ year,1.7/5,imranisrani29@company.com,8906644800,,78 %, 8,no,Daniel Farooqui,Ph.D.,2025-07-06,RESIGNED
EMP6788,Imran W^illiams,Dataanalyst,Marketing,44-yr,F,,Bangalore,2022-05-13,2#0000,7 yrs,1.2,imranwilliams94@company.com,06343752948,15000,80 %,,YES ,Ira Yusufzai,Masters,10.06.2023,RESIGNED
EMP8129,Liam Trivedi,webdevelopment##,HR,27 years,F,Single,Delhi,2015/04/30,80#00,7> yrs,1.3^,liamtrivedi29@yahoo.in,+91-4374299025,50#00,60.4pct, 5,No,rhea khan,Diploma,"Dec 10, 2023",Active
EMP8295, Evelyn Prasad  ,analytics,HR,41-yr,FEMALE,divorced,Bangalore,2020-10-12,1000$0,6+,3.9 stars,evelynprasad25@company.com,,15000,71.9pct,4 projects,YES ,Raj Das,Bachelors,06-Apr-2023,Active
EMP1905,Henry* Kaur,datascience**,,64 yr,,Single,Kolkata,2023-01-04,15000,14+,70%,henrykaur75@gmail.com,,250%0,91 %,8 projects,No,Aniket Naidu,M.Tech/MBA,2023/05/26,ACTIVE
EMP7081, Asha Reddy!  ,Dataanalyst,hr,,Female,Single,Banglore,03.03.2020,18000,7+ year,82%,ashareddy20_at_outlook.com,02403614201,200#0,,11,N,Aadhya Das,PhD,"Nov 21, 2023",Resigned
EMP2897,Kiara !Thakur,WebDevelopment^^,Finance,45-yr,F,Married,Hyderabad,2015-06-30 ,6^0000,<13,,kiarathakur42@gmail.com,+91-7200041029,,81.5pct,8,no,Navya Israni,PhD,22/10/2023,Terminated
EMP7669, Sneha Johnson+  ,Testing,HR,28 years,m,DIVORCED,Ahmedabad,2019-08-09,100$00,8,2.5 stars,snehajohnson94@company.com,9171670458,0,89.5,4+,NO,Meera Hegde,,2025-01-05,Active
EMP6289,Aarav Kulkarni,nlp#$,sales,46-yr,Male,DIVORCED,Hyderabad,29/11/2023,120%00,10,,aaravkulkarni36@outlook.com,816-198-3931,0,,1+,no,trisha iqbal,M.Tech/MBA,2025-12-22,Resigned
EMP8014,Priya Smith,MachineLearning**,HR,32 yr,,Divorced,Hyderabad,2022-03-25 ,,9+,90%,priyasmith80@yahoo.in,2226787705,,84 %,4 projects,yes,Sophia Zachariah,M.Tech/MBA,14.02.2025,Active
EMP1544,Nina Qureshi,Datascience,Operations,,m,DIVORCED,,29.04.2024,,,4.6/5,ninaqureshi88@outlook.com,6725370203,,69 %,8+,YES ,Sophia Patel,PhD,26.08.2024,resigned
EMP9698,Kiara+ Puri,Dataanalyst,,31,m,Divorced,Mumbai,"Mar 27, 2023",25000,,3.9 stars,kiarapuri85@company.com,+91-4726204355,15000,,5 projects,Yes,Alexander Jindal,diploma,15/12/2023,Active
EMP10838,Priya Chakraborty,analytics#$,sales,58 years,f,Divorced,Mumbai,15.03.2018,2000#0,1> yrs,3.9/5,,08494870116,20#000,78.5%,11 projects,No,ella dube,PhD,10-Jul-2025,Terminated
EMP4881,Aadhya Bose,Statistics#$,Marketing Dept.,58 yr,m,Divorced,Mumbai,"Feb 08, 2020",90%000,6+,3.4,aadhyabose45@outlook.com,(+91) 6171995622,$0,84 %,4+,no,Mike Kohli,PhD,27/07/2023,Resigned
EMP2907,Kim Sengupta,MachineLearning^^#,Sales_dept,,Male,Single,Mumbai,29/01/2024,8000,<6,,kimsengupta54@company.com,9053383385,150%00,64.7pct,2 projects,N,Pallavi Walia,,29/12/2025,ACTIVE
EMP7143,Grace Raina,Datascience,,23 yr,f,married,Delhi,24.03.2024,100^00,10,,graceraina96@company.com,4028377696,20^00,83.6%,9+,,Shaurya Yusufzai,diploma,15/06/2025,ACTIVE
EMP6320,Sahil &Wilson,DevOps,support,48,Male,Single,Ahmedabad,2024-01-29,6$0000,7+,,sahilwilson13@yahoo.in,(+91) 2121578512,%7500,95.5pct,12+,Y,pari thakur,Masters,18/12/2025,Terminated
EMP9864, Mason Bhatia  ,MachineLearning^^#,,41 years,Female,MARRIED,Kolkata,27/04/2017,1800%0,7,1.1,masonbhatia75@company.com,09795688719,#20000,61.4pct,10 projects,NO,Priya Easwaran,Ph.D.,09-Feb-2024,terminated
EMP7905,Isha Jha,MachineLearning#$,engineering,26,female ,,Pune,"Sep 20, 2020",5000,,1.4 stars,ishajha54@gmail.com,01692839713,500^0,,12,no,ethan vaidya,PhD,16/10/2023,Active
EMP7521,Tara Khan,Statistics,operations,64,m,Divorced,Ahmedabad,2019-07-24,900#00,10 yrs,4.7,tarakhan81@gmail.com,+91-2929620128,10000,94 %,8+,No,pari walia*,Diploma,11/03/2025,Resigned
EMP4037,Rohan *Saxena,dataanalyst^^#,support_dept,34' yr,F,Married,Mumbai,2018/05/07,400%00,6 yrs,2.2 stars,,(+91) 8657941204,2000,88 %,3+,Y,Alexander Israni,,11.12.2025,Resigned
EMP8515,Benjamin Zachariah,DevOps^^#,sales,,,Divorced,Ahmedabad,05.11.2019,50000,,1.6,benjaminzachariah69@outlook.com,31916 90069,,99.9%,12+,,Shaurya Clark,,2025-05-21,Resigned
EMP7887,Shaurya Varma,dataanalyst!!,Finance,,F,MARRIED,Delhi,"Oct 27, 2021",75#000,15+,2.5,shauryavarma41@yahoo.in,(+91) 2669435264,%2500,96.6%,4+,NO,Uma Hooda,b.tech/b.e,08/01/2023 ,
EMP6593,Trish#a Lal,testing,Sales,51 yr,male ,D,Mumbai,"Feb 06, 2022",2000%0,10+,1.1/5,trishalal69@outlook.com,+91-3811583049,7500,87 %, 7,No,Zara Yusufzai,Masters,28.04.2023,terminated
EMP2860,Navya Iyer^,TESTING^^#,Engineering,54-yr,f,Divorced,Pune,04.08.2019,1200$0,3+ year,3.8^,navyaiyer28@outlook.com,(+91) 4739766963,1000,92 %, 11,Yes,Shreya Shah+,masters,28-Apr-2025,Resigned
EMP8354,Sara Jha,webdevelopment,finance,64 yr,m,Married,Hyderabad,08.02.2015,1000^0,,3.2 stars,sarajha87@company.com,94455 14099,15000,87.3,12,no,Grace Garg,Diploma,2023/06/14,Terminated
EMP6921,Aarav Jindal,Testing,Finance,25,FEMALE,Married,Ahmadabad,2019/11/04,1200#0,,1.0,aaravjindal34@yahoo.in,18197 32754,%0,73.4pct,,N,Vivaan Qureshi,Masters,04-Mar-2024,Terminated
EMP1867,Scarlett Chhabra!,cloudengineering^^#,Operations,40-yr,male ,Married,Ahmedabad,09.07.2023,6^000,4,1.3^,scarlettchhabra16@outlook.com,+91-5018997590,5%000,73.1pct,4,NO,Lucas Patel*,PhD,18/10/2025,Active
EMP9540,Mike Kohli,Analytics,Engineering,65yr,,,Bangalore,26-Oct-2017,1200#0,<8,98%,mikekohli45@company.com,26086 60971,25$00,73 %, 4,no,,PhD,25/08/2025,RESIGNED
EMP1847,Uttam Wadhwa,CloudEngineering,Operations,35,Male,Single,Kolkata,05.03.2016,600^0,6> yrs,2.1^,uttamwadhwa8@outlook.com,,5000,82.3%,1+,YES ,,Ph.D.,2023/03/30,
EMP9158,Aadhya# Walia,Dataanalyst,,30 yr,Male,Divorced,Chennai,2014/11/07,10#0000,,4.7 stars,aadhyawalia70@company.com,+91-0429848785,2500,97.6pct,6+,Yes,Diya Menon,Masters,2024-08-13,Active
EMP6187,Ishaan D+eshpande,Statistics**,Sales,,FEMALE,Married,Kolkata,17/04/2014,40^000,<6,2.3,ishaandeshpande82@gmail.com,+91-4066275269,1^5000,90.3%, 10,no,Alexander Saxena,Bachelors,20/11/2023,terminated
EMP10981,Harper Prasad,CLOUDENGINEERING#$,marketing Dept.,,female ,SINGLE,Bangalore,2015/05/23,12000,,26%, harperprasad99@outlook.com,64926 68571,150^00,60.0%,5+,,Disha Jindal,Masters,03.02.2024,resigned
EMP7276,Uttam Tandon,CLOUDENGINEERING,Support,51' yr,Female,Married,Hyderabad,"Jan 20, 2023",8000,5,2.3 stars,uttamtandon80@company.com,(+91) 9552625389,15000,80.7%,6+,YES ,Shaurya Patel,Bachelors,31-Aug-2023,Active
EMP9330,Vivaan Chhabra,Statistics,Operations,36 years,M,Single,Delhi,24/03/2018,75000,12 yrs,3.0/5,vivaanchhabra27_at_yahoo.in,(+91) 8692769457,7500,70.1,3 projects,Yes,Uma Chandra,Masters,2024/03/14,
EMP1325, Leo Hegde  ,devops!!,Finance,24 years,F,Single,,2019-05-10,80%00,6+ year,24%,leohegde4@company.com,(+91) 1439561145,,89.1%,6+,NO,Vikram Vaidya,Diploma,"Sep 21, 2025",ACTIVE
EMP10445,Priya Farooqui,Testing^^#,,32-yr,MALE,Married,Chennai,2021/04/27,25000,14> yrs,3.6/5, priyafarooqui25@gmail.com,75313 50969,#2500,61 %,12,Y,Anvi Bhatia,Ph.D.,03-Sep-2025,Active
EMP8326,Simran Williams,Statistics^^#,hr,53yr,M,Single,Mumbai,04/11/2019 ,10000,2+,3.3/5, simranwilliams14_at_gmail.com,(+91) 7336093071,5000,90.5,1,,raj das,Masters,2024-11-28,Resigned
EMP9245,Kiara Nambiar+,Dataanalyst,sales,,female ,,Pune,23/05/2023,1000#00,11> yrs,1.3/5,kiaranambiar74@company.com,06936231155,10000,77.1pct,1 projects,,Divya Agarwal,Ph.D.,2024-11-12,Active
EMP7240,Raj Brown,Analytics#$,Finance,,male ,single,Banglore,2024-07-29,,12,3.8/5,rajbrown28@outlook.com,8891457364,5000,95 %,1+,Yes,uma chandra&,Diploma,2024/11/19,Active
EMP7381,Liam Walker,statistics,Operations,55 yr,male ,,Pune,20/01/2024,7500%0,3,,liamwalker83@outlook.com,37983 72271,,79 %, 2,No,Arjun Joshi,,15-Jun-2024,Resigned
EMP5889,Ira Farooqui,dataanalyst,Sales,49yr,male ,Single,Hyderabad,"Jul 28, 2024",40000,11> yrs,1.5/5,irafarooqui93@yahoo.in,5398778290,2500,72.1,10 projects,No,mike pillai,PhD,26-Mar-2025,Active
EMP8227,Vidya Madan,machinelearning!!,Sales,59,FEMALE,,Hyderabad,10.07.2024,3500$0,4+,3.9,,306-772-1163,2000,94.4pct,4,Yes,Harsh Vaidya,PhD,2024/08/02,Active
EMP9191,Anvi Patel,dataanalyst,HR,63 years,female ,Married,,2016/04/19,10000,,1.6/5,anvipatel52@outlook.con,,10$00,80.8%,5 projects,N,,Bachelors,"Aug 30, 2023",Resigned
EMP5348,Aditya Nambiar,Datascience,HR,27' yr,f,Married,Hyderabad,08.10.2023,12000,,,adityanambiar42_at_outlook.com,,7500,76.7%,7 projects,Yes,ajay varma,Ph.D.,26.12.2025,Terminated
EMP3686,Zara Das,dataanalyst,Support,42yr,M,M,Hyderbad,2021-02-04,6000%0,14+ year,3.6^,zaradas21@outlook.com,6797874542,2000$0,81 %,12,no,sophia yadav,Masters,"Jun 18, 2023",Terminated
EMP2433,Sam Verma,WebDevelopment,Sales,26,M,Divorced,Ahmedabad,26/07/2020,60^00,,4.9^,samverma39@company.con,(+91) 5278929663,20000,74 %,6,No,Trisha Dube,,2023/07/06,Active
EMP8346,Henry Goel,NLP**,SUPPORT,,female ,DIVORCED,,16-Aug-2024,90000,11+,,henrygoel45@gmail.com,08226726058,0,66.5,3+,Yes,evelyn nambiar,PhD,22-Jan-2024,TERMINATED
EMP7739,Nina Uppal,CloudEngineering,Finance,25 years,f,Single,Hyderabad,"Jul 25, 2014",90000,2+ year,26%, ninauppal45@outlook.com,3973246830,#0,61.7pct,3,YES ,myra clark,Diploma,30.07.2023,
EMP2538,Saanvi Easwaran,datascience!!,Support,25 years,Male,Single,Delhi,09/10/2022,35^000,13 yrs,,saanvieaswaran50@gmail.com,22329 36611,1000,82.2,5,N,myra wilson,Bachelors,2025/07/09,
EMP7734,Lily Smith,datascience##,,62' yr,MALE,Married,Hyderabad,"Nov 08, 2016",90000,<8,1.2^,lilysmith3@gmail.com,09633044907,0,,,No,Linda Pandey,M.Tech/MBA,2023-08-14,
EMP1999,Yusuf Menon^,testing,operations,26yr,,Married,Ahmadabad,"Feb 28, 2020",250#00,,3.5^,yusufmenon1@gmail.com,79261 71996,2%500,83.9%,0 projects,N,Noah Hooda,Bachelors,"Jun 18, 2024",Active
EMP6513,Linda Zachariah,CloudEngineering,Support,60' yr,f,Married,,12/02/2016,9%0000,1+ year,4.3,lindazachariah68@yahoo.in,+91-5373623589,2500,97.2pct,1,yes,Nina Malhotra,M.Tech/MBA,04/09/2024,Resigned
EMP1314,Pari W+illiams,analytics^^,Sales,32 years,m,divorced,Mumbai,11-Apr-2023,1%8000,6+ year,2.8,pariwilliams42@yahoo.in,(+91) 1822330944,50$00,89.9pct,10+,YES ,vidya vaidya,M.Tech/MBA,2025/02/28,Active
EMP2163,Henry Hegde,Statistics#$,Operations,52-yr,male ,Divorced,Mumbai,"Feb 16, 2018",7$5000,1 yrs,38%,henryhegde94@outlook.com,+91-4218349620,10000,93.0%,5 projects,No,Priya Menon!,Masters,2025-06-25,terminated
EMP5823, Isha Das  ,Dataanalyst^^,Sales,44,Female,Married,Chennai,07/11/2019,3000%0,4> yrs,,ishadas44@outlook.com,(+91) 2868544005,5000,66.4, 2,yes,sahil jindal,Bachelors,21.03.2025,TERMINATED
EMP4332,Navya Wadhwa,MachineLearning#$,ENGINEERING,58 years,MALE,Married,Ahmedabad,13-Aug-2015,80%00,13> yrs,94%,navyawadhwa54@gmail.com,(+91) 3418985021,,,10+,No,Meera Bansal^,phd,"Oct 13, 2025",RESIGNED
EMP6669,Simran Dube,Dataanalyst,Marketing,,,married,Kolkata,"Jun 01, 2021",90000,8 yrs,66%,simrandube44@yahoo.in,64561 47112,15000,,7 projects,no,Meera Hegde,Diploma,2025-07-28,Active
EMP2579,Ira C%hopra,webdevelopment##,engineering Dept.,56' yr,,Single,Ahmedabad,23/08/2014,2^5000,<8,,irachopra75@company.com,9054997706,2000,63.2,11,NO,Aadhya Das,Bachelors,20.07.2025,Resigned
EMP8221,Karan Sengupta,Datascience,Finance,29,MALE,married,Hyderabad,29/11/2016,12$000,1+ year,1.9^,,01072482098,,,0,yes,riya kulkarni,PhD,2025-02-14,RESIGNED
EMP7023, Hannah Pandey  ,Testing,Marketing,,Male,,Chennai,12/01/2019,500$0,<7,3.9,hannahpandey84@outlook.com,2319726988,2%500,99.9,10+,yes,Linda Hooda,,"Jan 15, 2025",
EMP9374,Benjamin Raina,Testing**,sales,26yr,MALE,,Mumbai,29-Feb-2024,9000#0,1> yrs,3.1^,benjaminraina31@gmail.com,473-835-5025,^5000,77.2pct,1,NO,kiara prasad,Bachelors,22-Jul-2025,Resigned
EMP3422,Vikram Bose,Testing##,Support,,f,Single,,2022-07-01,50000,<15,4.9/5,vikrambose35@yahoo.in,6568785288,^5000,80.1pct,,,fatima dixit,B.Tech/B.E,2023-10-03,
EMP7999,Navya #Qureshi,MachineLearning,Finance,,F,s,,"Nov 30, 2022",,14> yrs,,,,200^0,67.6%,4 projects,no,Sebastian Garg,Masters,2024/11/25,Terminated
EMP7306,Tanvi Prasad+,DevOps##,Sales,57yr,f,Married,Pune,01/04/2015,1^5000,4+ year,88%,tanviprasad36@yahoo.in,(+91) 2531900795,2000,66 %, 2,yes,dhruv malhotra,PhD,"Dec 24, 2024",Active
EMP10094,Ella Narayan,NLP,Engineering,65 years,FEMALE,Divorced,Delhi,"Jun 14, 2021 ",150#00,12 yrs,,ellanarayan5@yahoo.in,(+91) 6781576128,2500,75.1pct,1 projects,yes,Kim Jha,Masters,15/07/2024,Terminated
EMP7722,Anita *Agarwal,CloudEngineering#$,Support,51 years,MALE,,Chennai,"Jul 28, 2019",,<10,2.4/5,anitaagarwal79@gmail.com,008-592-0726,5000,75.1pct, 11,Y,Trisha Dube,,2023-11-07,
EMP8195,Anaya Wadhwa,devops,Marketing,42yr,,Married,Chennai,2023/04/19,6^0000,<15,32%,anayawadhwa4@gmail.com,351-455-4181,0,92 %,5,Y,Abigail Pillai,PhD,08-Aug-2025,Terminated
EMP1941,Kavya Chauhan,Statistics,,50 years,MALE,SINGLE,Chennai,2014/10/19,60000,<13,1.3/5, kavyachauhan60@gmail.con,80686 01921,%5000,70.2,7 projects,YES ,Ishan Singh,ph.d.,2024-02-14,Terminated
EMP7474,Avni %Bhalla,NLP,support_dept,58 yr,f,Divorced,Kolkata,04-Oct-2015,200%00,4+ year,3.8^,avnibhalla72@outlook.com,,,63.5%, 6,yes,Sophia Gokhale,Bachelors,21.01.2025,terminated
EMP3276,Arjun Dixit^,NLP!!,HR,56 yr,m,Single,Bangalore,11.04.2019,7$5000,11 yrs,2.7,arjundixit1@company.com,62783 73261,,,5+,no,,PhD,2023-09-24,RESIGNED
EMP4417,Lucas Clark,Statistics**,Support,32-yr,FEMALE,M,Ahmedabad,03/03/2021,4$0000,,3.4 stars,lucasclark9_at_company.com,1210195171,,68 %,5 projects,no,Evelyn Taneja,B.Tech/B.E,2024-10-30,
EMP8876,Tara$ Rana,Statistics**,Finance,24yr,female ,S,Chennai,2020/01/11,60000,3,2.8^,tararana67_at_gmail.com,1555650798,,92.3%,6 projects,YES ,veer shah,Ph.D.,"Mar 14, 2023",Terminated
